niveau,ser,greco,espar,n_plac_presence,n_plac_maille,prelev_ha_an_present,prelev_ha_an_maille,taux_presence,libelle_essence,millesime,source
ser,B42,,64,1,1306,3.9161,0.003,8e-04,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B42,,73,1,1306,21.1324,0.0162,8e-04,Épicéa de Sitka,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,02,8,605,6.2277,0.0824,0.0132,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,11,2,605,6.7631,0.0224,0.0033,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,12V,3,605,2.1831,0.0108,0.005,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,13G,7,605,6.5556,0.0758,0.0116,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,14,1,605,20.3377,0.0336,0.0017,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,15S,4,605,7.6403,0.0505,0.0066,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,17C,30,605,4.9823,0.2471,0.0496,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,18C,3,605,0.9971,0.0049,0.005,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,19,52,605,34.3667,2.9538,0.086,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,20P,2,605,8.9391,0.0296,0.0033,Tilleul à petites feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,21C,1,605,3.3497,0.0055,0.0017,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,24,2,605,2.263,0.0075,0.0033,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,25B,5,605,12.9567,0.1071,0.0083,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,25FR,1,605,2.9064,0.0048,0.0017,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,25M,1,605,0.2179,4e-04,0.0017,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,25R,1,605,0.3578,6e-04,0.0017,Saule roux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,27C,1,605,2.4729,0.0041,0.0017,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,29AF,1,605,0.3324,5e-04,0.0017,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,31,2,605,1.684,0.0056,0.0033,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,332G,1,605,0.2155,4e-04,0.0017,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,49AM,2,605,0.4568,0.0015,0.0033,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,49PS,1,605,0.2244,4e-04,0.0017,Prunelier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,49SN,2,605,0.4465,0.0015,0.0033,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,52,1,605,4.007,0.0066,0.0017,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,53CO,1,605,14.5849,0.0241,0.0017,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,54,2,605,5.2518,0.0174,0.0033,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B43,,62,2,605,9.858,0.0326,0.0033,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,02,4,258,8.8593,0.1374,0.0155,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,03,10,258,9.0012,0.3489,0.0388,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,04,1,258,12.2559,0.0475,0.0039,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,05,1,258,1.5896,0.0062,0.0039,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,11,5,258,4.9832,0.0966,0.0194,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,12V,1,258,4.5394,0.0176,0.0039,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,13G,1,258,9.2083,0.0357,0.0039,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,15S,2,258,0.5539,0.0043,0.0078,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,17C,5,258,9.005,0.1745,0.0194,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,18C,1,258,1.0133,0.0039,0.0039,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,19,2,258,39.6064,0.307,0.0078,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,25B,1,258,3.0418,0.0118,0.0039,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,25FR,1,258,3.3084,0.0128,0.0039,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,27C,1,258,1.8166,0.007,0.0039,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,33G,2,258,17.5116,0.1357,0.0078,Peuplier grisard,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,49AM,1,258,0.4827,0.0019,0.0039,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B44,,64,2,258,24.1262,0.187,0.0078,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,02,67,1233,10.4264,0.5666,0.0543,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,03,59,1233,10.269,0.4914,0.0479,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,09,13,1233,8.5889,0.0906,0.0105,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,10,4,1233,7.7418,0.0251,0.0032,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,11,77,1233,4.6599,0.291,0.0624,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,12V,15,1233,6.1247,0.0745,0.0122,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,13G,11,1233,6.7504,0.0602,0.0089,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,14,6,1233,5.372,0.0261,0.0049,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,15S,9,1233,3.02,0.022,0.0073,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,17C,37,1233,12.964,0.389,0.03,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,18C,6,1233,2.3677,0.0115,0.0049,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,18D,1,1233,1.0484,9e-04,8e-04,Orme lisse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,19,31,1233,40.0409,1.0067,0.0251,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,20G,3,1233,9.8962,0.0241,0.0024,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,20P,10,1233,5.6669,0.046,0.0081,Tilleul à petites feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,21C,7,1233,3.5192,0.02,0.0057,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,22M,4,1233,1.1858,0.0038,0.0032,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,23PC,2,1233,2.7363,0.0044,0.0016,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,23PM,1,1233,0.3696,3e-04,8e-04,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,24,28,1233,8.1574,0.1852,0.0227,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,25B,2,1233,2.1811,0.0035,0.0016,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,25C,2,1233,0.8434,0.0014,0.0016,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,25FR,2,1233,1.9743,0.0032,0.0016,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,25M,7,1233,2.6581,0.0151,0.0057,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,31,11,1233,1.8119,0.0162,0.0089,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,33B,1,1233,26.1853,0.0212,8e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,33G,2,1233,22.9146,0.0372,0.0016,Peuplier grisard,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,41,1,1233,4.0982,0.0033,8e-04,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,49AM,3,1233,1.2235,0.003,0.0024,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,49PS,1,1233,1.5537,0.0013,8e-04,Prunelier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,52,5,1233,8.5642,0.0347,0.0041,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,61,1,1233,3.7065,0.003,8e-04,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,62,6,1233,20.1571,0.0981,0.0049,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B51,,64,3,1233,19.5947,0.0477,0.0024,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,02,29,935,8.1623,0.2532,0.031,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,03,64,935,10.7865,0.7383,0.0684,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,09,13,935,5.5797,0.0776,0.0139,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,10,6,935,5.4702,0.0351,0.0064,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,11,67,935,6.2919,0.4509,0.0717,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,12V,19,935,5.4449,0.1106,0.0203,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,14,7,935,13.2961,0.0995,0.0075,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,17C,3,935,3.4602,0.0111,0.0032,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,18C,2,935,3.2236,0.0069,0.0021,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,19,5,935,40.8666,0.2185,0.0053,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,20G,1,935,1.1846,0.0013,0.0011,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,21C,2,935,54.0026,0.1155,0.0021,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,22M,5,935,8.5583,0.0458,0.0053,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,24,10,935,9.431,0.1009,0.0107,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,25M,4,935,5.8033,0.0248,0.0043,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,33N,1,935,1.5801,0.0017,0.0011,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,49AM,3,935,0.3318,0.0011,0.0032,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,52,2,935,18.7929,0.0402,0.0021,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,53CO,2,935,7.7064,0.0165,0.0021,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,54,1,935,8.8792,0.0095,0.0011,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,61,2,935,18.0396,0.0386,0.0021,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,62,10,935,18.1278,0.1939,0.0107,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,64,14,935,13.3677,0.2002,0.015,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B52,,72V,2,935,3.6408,0.0078,0.0021,Sapin de Vancouver,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,02,28,959,9.2006,0.2686,0.0292,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,03,100,959,10.3117,1.0753,0.1043,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,04,4,959,16.603,0.0693,0.0042,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,09,37,959,6.2991,0.243,0.0386,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,10,11,959,11.0733,0.127,0.0115,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,11,56,959,5.8703,0.3428,0.0584,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,12V,21,959,5.0206,0.1099,0.0219,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,14,1,959,1.5697,0.0016,0.001,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,15P,1,959,1.4072,0.0015,0.001,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,17C,2,959,2.5398,0.0053,0.0021,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,19,1,959,24.4992,0.0255,0.001,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,21C,2,959,3.2972,0.0069,0.0021,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,22M,2,959,3.8541,0.008,0.0021,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,23PM,1,959,0.1492,2e-04,0.001,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,24,12,959,8.4689,0.106,0.0125,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,25B,1,959,19.0439,0.0199,0.001,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,25M,2,959,1.5241,0.0032,0.0021,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,27C,1,959,2.6585,0.0028,0.001,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,31,1,959,0.7845,8e-04,0.001,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,33G,2,959,8.3278,0.0174,0.0021,Peuplier grisard,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,41,2,959,1.4367,0.003,0.0021,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,49AM,3,959,0.4881,0.0015,0.0031,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,52,2,959,34.8308,0.0726,0.0021,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,61,1,959,0.4043,4e-04,0.001,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,62,1,959,6.2101,0.0065,0.001,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B53,,64,19,959,8.4412,0.1672,0.0198,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
ser,B61,,02,31,1233,9.1296,0.2295,0.0251,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
